,id,title,original_language,overview,popularity,release_date,vote_average,vote_count
7605,539892,Freaks,en,"Kept locked inside the house by her father, 7-year-old Chloe lives in fear and fascination of the outside world, where Abnormals create a constant threat—or so she believes. When a mysterious stranger offers her a glimpse of what's really happening outside, Chloe soon finds that while the truth isn't so simple, the danger is very real.",2.9991,2019-09-12,6.751,1189
7606,15723,The Big Kahuna,en,"Three salesmen working for a firm that makes industrial lubricants are waiting in the company's ""hospitality suite"" at a manufacturers' convention for a ""big kahuna"" named Dick Fuller to show up, in hopes they can persuade him to place an order that could salvage the company's flagging sales.",0.6161,1999-11-17,6.8,362
7607,956,Mission: Impossible III,en,"Retired from active duty, and training recruits for the Impossible Mission Force, agent Ethan Hunt faces the toughest foe of his career: Owen Davian, an international broker of arms and information, who's as cunning as he is ruthless. Davian emerges to threaten Hunt and all that he holds dear – including the woman Hunt loves.",10.3363,2006-04-25,6.8,7163
7608,814776,Bottoms,en,Unpopular best friends PJ and Josie start a high school self-defense club to meet girls and lose their virginity. They soon find themselves in over their heads when the most popular students start beating each other up in the name of self-defense.,3.6832,2023-08-25,6.7,706
7609,253980,Marvel One-Shot: All Hail the King,en,A documentary filmmaker interviews the now-famous Trevor Slattery from behind bars.,1.2364,2014-02-04,6.749,567
7610,46195,Rio,en,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",9.4482,2011-04-03,6.749,6856
7611,44251,Dragon Ball Z: Broly - Second Coming,ja,"A Saiyan Space pod crash-lands on Earth out of which a wounded Saiyan crawls: Broly, the Legendary Super Saiyan. The wounded Broly shouts out in frustration and turns into normal form. The place soon freezes, trapping him in it and he falls into a coma.",4.8045,1994-03-12,6.7,686
7612,14022,Slacker,en,"Austin, Texas, is an Eden for the young and unambitious, from the enthusiastically eccentric to the dangerously apathetic. Here, the nobly lazy can eschew responsibility in favor of nursing their esoteric obsessions. The locals include a backseat philosopher who passionately expounds on his dream theories to a seemingly comatose cabbie, a young woman who tries to hawk Madonna's Pap test to anyone who will listen and a kindly old anarchist looking for recruits.",0.9356,1991-07-05,6.748,316
7613,11223,Coma,en,A young female doctor discovers something sinister going on in her hospital. Relatively healthy patients are having 'complications' during simple operations and ending up in comas. The patients are then shipped off to an institute that looks after them. The young doctor suspects there is more to this than meets the eye.,1.4377,1978-01-06,6.748,425
7614,245698,Pawn Sacrifice,en,American chess champion Bobby Fischer prepares for a legendary match-up against Russian Boris Spassky.,2.7057,2015-09-16,6.747,987
7615,51980,Germinal,fr,"It's mid 19th century, north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike, and then the authorities repress them.",0.9621,1993-09-29,6.747,328
7616,913,The Thomas Crown Affair,en,"Bored billionaire executive Thomas Crown entertains himself by stealing a Monet from a reputed museum with an elaborate diversion. When Catherine Banning, the insurance company's investigator, takes an interest in Crown, he may have met his match, and a complicated back-and-forth game with seductive undertones begins between them.",5.0238,1999-08-06,6.747,1234
7617,858,Sleepless in Seattle,en,"After the death of his mother, a young boy calls a radio station in an attempt to set his father up on a date. Talking about his father’s loneliness soon leads to a meeting with a young female journalist, who has flown to Seattle to write a story about the boy and his father.",4.7076,1993-06-24,6.748,2437
7618,538225,Deadwood: The Movie,en,"Follow the 10-year reunion of the Deadwood camp to celebrate South Dakota's statehood. Former rivalries are reignited, alliances are tested and old wounds are reopened, as all are left to navigate the inevitable changes that modernity and time have wrought.",1.6945,2019-05-31,6.746,413
7619,476669,The King's Man,en,"As a collection of history's worst tyrants and criminal masterminds gather to plot a war to wipe out millions, one man must race against time to stop them.",8.2466,2021-12-22,6.746,4730
7620,14522,Black Beauty,en,"The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.",1.8316,1994-07-29,6.7,338
7621,634,Bridget Jones's Diary,en,"Bridget Jones is an average woman struggling against her age, her weight, her job, her lack of a man, and her various imperfections. As a New Year's resolution, Bridget decides to take control of her life, starting by keeping a diary in which she will always tell the complete truth. The fireworks begin when her charming though disreputable boss takes an interest in the quirky Miss Jones. Thrown into the mix are Bridget's band of slightly eccentric friends and a rather disagreeable acquaintance into whom Bridget cannot seem to stop running or help finding quietly attractive.",5.1362,2001-04-13,6.746,5241
7622,581392,Peninsula,ko,A soldier and his team battle hordes of post-apocalyptic zombies in the wastelands of the Korean Peninsula.,5.5582,2020-07-15,6.745,2432
7623,416194,The Quake,no,"A geologist races against time to save his estranged wife and two children when a devastating earthquake strikes Oslo, Norway.",2.1647,2018-08-31,6.745,777
7624,212716,What If,en,"Medical-school dropout Wallace has been repeatedly burned by bad relationships. So while everyone around him, including his roommate Allan, seems to be finding the perfect partner, Wallace decides to put his love life on hold. It is then that he meets Chantry, an animator who lives with her longtime boyfriend Ben. Wallace and Chantry form an instant connection, striking up a close friendship. Still, there is no denying the chemistry between them, leading the pair to wonder, what if the love of your life is actually your best friend?",1.6257,2013-09-07,6.745,1995
7625,15849,The Mummy,en,An ancient Egyptian priest named Imhotep is revived when an archaeological expedition finds his mummy and one of the archaeologists accidentally reads an ancient life-giving spell. Imhotep escapes from the field site and searches for the reincarnation of the soul of his lover.,2.0514,1932-12-22,6.745,642
7626,12626,Broadcast News,en,"Basket-case network news producer Jane Craig falls for new reporter Tom Grunnick, a pretty boy who represents the trend towards entertainment news she despises. Aaron Altman, a talented but plain correspondent, carries an unrequited torch for Jane. Sparks fly between the three as the network prepares for big changes, and both the news and Jane must decide between style and substance.",1.5655,1987-12-16,6.745,425
7627,11185,"See No Evil, Hear No Evil",en,"A murder takes place in the shop of David Lyons, a deaf man who fails to hear the gunshot being fired. Outside, blind man Wally Karue hears the shot but cannot see the perpetrator. Both are arrested, but escape to form an unlikely partnership. Being chased by both the law AND the original killers, can the pair work together to outwit them all?",2.9711,1989-05-12,6.7,999
7628,8536,Superman II,en,"Three Kryptonian criminals led by General Zod team up with Lex Luthor to conquer Earth, forcing a depowered Superman to regain his strength and stop them.",6.7368,1980-12-12,6.7,2342
7629,1875,Fantomas vs. Scotland Yard,fr,"In the third and final episode of the trilogy, Fantômas imposes a head tax on the rich, threatening to kill those who do not comply.",0.8768,1967-03-16,6.745,534
7630,760104,X,en,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",9.5728,2022-03-17,6.7,3560
7631,300666,Bravetown,en,"After an accidental drug overdose, a talented teenage DJ goes to live with his estranged father in a small Army town, where he gets to the bottom of his own pain and learns empathy for others.",1.1301,2015-05-08,6.7,300
7632,11592,Serial Mom,en,"Beverly is the perfect happy homemaker, along with her doting husband and two children, but this nuclear family just might explode when her fascination with serial killers collides with her ever-so-proper code of ethics.",1.7659,1994-04-13,6.743,710
